WellID;Well1;Well2;Well4;WellName;ProspectName;ProspectID_OD-intern;ProspectPriorityIfSeveral_in_well;ProgRes;PrognosisID;PrognosisPriority;Operator;EvaluationYear;DataCompileDate;StructuralElementProvince;FrontierArea;LicenseRound1;LicenseRound2;SeismicDatabase_2D_3D;ProdLicenseID1;ProdLicenseID2;WellType_firm_contingent;SpudDate;CompletionDate;WaterDepth;StratigraphicAgeAtTD;TrapType;NPDPlay;NewPlay;ReservoirChron;ReservoirLithos;Source1Chron;Source1Lithos;Source2Chron;Source2Lithos;SealChron;SealLithos;ProbTecReservoir;ProbTecSource;ProbTecTrap;ProbTecTotal;CommentsProb;MainPhase;FractileResourceMin;FractileResourceMean;FractileResourceMax;GasMainMin;GasMainMean;GasMainMax;OilAssocMean;OilMainMin;OilMainMean;OilMainMax;GasAssocMean;RecoverGasMainMin;RecoverGasMainMean;RecoverGasMainMax;RecoverOilAssocMean;RecoverOilMainMin;RecoverOilMainMean;RecoverOilMainMax;RecoverGasAssocMean;FractileReservoirMin;FractileReservoirMean;FractileReservoirMax;TopProspectDepthMin;TopProspectDepthMean;TopProspectDepthMax;TopReservoirDepthMin;TopReservoirDepthMean;TopReservoirDepthMax;PressureReservoir;TempReservoir;RockVolMin;RockVolMean;RockVolMax;AreaMin;AreaMean;AreaMax;ThicknessMin;ThicknessMean;ThicknessMax;HCColProspMin;HCColProspMean;HCColProspMax;HCColWellMin;HCColWellMean;HCColWellMax;NetGrossMin;NetGrossMean;NetGrossMax;PorosityMin;PorosityMean;PorosityMax;WaterSatMin;WaterSatMean;WaterSatMax;BgMin;BgMean;BgMax;BoInvMin;BoInvMean;BoInvMax;GORGasMin;GORGasMean;GORGasMax;GOROilMin;GOROilMean;GOROilMax;Discovery;SurpriseDiscovery;ShowsOil;ShowsGas;OKRes;OKResP;OKResQ;OKCh;OKChPres;OKChMat;OKCHMig;OKTr;OKTrCl;OKTrTS;OKTrLS;DryComment;Comments
1521;1;3;6;1/3-6;OSELVAR A Paleocene;517;2;Result;Result;0;ELF;1991;01.01.1997;ÅLEBASSENGET;No;6;;2D;65;1;;19910311;19910622;72;AALENIAN;1.1.1 Upthrown traps;NPC-2;NO;PALEOCENE;FORTIES FM;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;;;;;;;;GAS;;;;;2,8;;5,12;;0;;0;;;;;;;;;;;;;2690;;;2888;;;;;1,46;;;;;;85,5;;;488;;;85,5;;;0,33;;;0,2;;;0,55;;;0,0037;;;;;;1200;;;;;YES;NO;;;OK;;;OK;;;;OK;;;;Discovery, originally reported as reservoir failure, but changed to OK by NPD.;Primary Jurassic target was not reached due to technical problems. Paleocene was second target.
1521;1;3;6;1/3-6;OSELVAR A ULA;2932;1;Prognosis;Not reached;1;ELF;1991;01.01.1997;ÅLEBASSENGET;No;6;;2D;65;1;;19910311;19910622;72;AALENIAN;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;ULA FM;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;;;0,45;0,9;0,3;0,12;;GAS;;;;1,4;2,4;17,2;2,1;;0;;0;;;;;;;;;;;;;2700;;;2900;;;;1,2;1,3;1,5;;;;85;110;120;115;250;470;;115;;0,4;0,5;0,7;0,14;0,17;0,19;0,35;0,45;0,61;0,00358;0,00375;0,00395;;;;1000;1110;1220;;;;;;;;;;;;;;;;;;;;Jurassic target not reached due to techn.problems. Paleocene was second target.
2829;1;3;8;1/3-8;1/3-8;580;1;Prognosis;Prog;1;AMOCO;1996;;HIDRAHØGDA;No;1;A;;11;1;;19961212;19970527;70;TRIASSIC;;nju-3;NO;;;;;;;;;0,7;1;0,7;0,33;Inconsistent probability data (P tot: 0,490?);;;;;;;;;23,8;38,8;53,8;;;;;;;;;;;;;;;;;;;;;0,963;2,367;3,771;;;;;;;;;;;;;;0,35;;;0,15;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Almost No data given. Progn. Targets: sst in Ula/Farsund fms, not encountered. Very finegrained sst (""basal sst"") at 5005-5058.5 m MDBRT, assumed to be U.Triassic-L.Jurassic."
2829;1;3;8;1/3-8;1/3-8;580;1;Result;Res;0;AMOCO;1996;;HIDRAHØGDA;No;1;A;;11;1;;19961212;19970527;70;TRIASSIC;;nju-3;NO;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0,55;;;0,15;;;0,9;;;;;;;;;;;;;;NO;;;;Fail;;;;;;;;;;;;"Almost No data given. Progn. Targets: sst in Ula/Farsund fms, not encountered. Very finegrained sst (""basal sst"") at 5005-5058.5 m MDBRT, assumed to be U.Triassic-L.Jurassic."
3257;1;5;3;1/5-3 S;Miocene-Surprise;2933;0;Prognosis;Prog-Surprise;;CONOCO;;;FEDEGRABENEN;No;12;;;144;1;;19980609;19980804;69;MIOCENE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Not prognosed, and not reported - therefore a few result data were compiled by NPD. The well was junked before reaching the target in Tor and Ekofisk Fms (nku-3). Surprise discovery in Miocene.
3257;1;5;3;1/5-3 S;Miocene-Surprise;2933;0;Result;Res-Surprise;0;CONOCO;;10.07.2004;FEDEGRABENEN;No;12;;;144;1;;19980609;19980804;69;MIOCENE;1.1.1 Upthrown traps;nmi-1;NO;MIOCENE;HORDALAND GP;;;;;;;;;;;;Oil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;YES;YES;;;;;;;;;;;;;;Well junked before reaching target in Tor and Ekofisk Fms. Surprise discovery: Oil in Miocene.;Well junked before target in Tor&Ekofisk. (Good traces of oil observed in mud from 1498m. @1544m, a kick was taken resulting in oil being circulated up to the rig.) Outside NPD play. Surprise discov.
1508;1;6;5;1/6-5;1/6-D   A;498;1;Prognosis;Prog;1;CONOCO;1990;12.05.1997;FEDEGRABENEN;No;12;;2D;144;1;Yes;19900720;19900902;70;PERMIAN;2.1 Pinch out traps;nku-3;NO;UPPER CRETACEOUS;EKOFISK FM;UPPER JURASSIC;MANDAL FM;;;;;0,8;0,8;0,3;0,19;;OIL/GAS;;;;;0;;0;;21;;3;;;;;;;;;;;;;;;;1650;;;;;1,875;;;13,2;;;50;;;;;;510;;;0,75;;;0,28;;;0,22;;;;;;0,71;;;;;;142;;;;;;;;;;;;;;;;;;Only 'Most Likely' parameters available for this well
1508;1;6;5;1/6-5;1/6-D   A;498;1;Result;Res;0;CONOCO;1990;12.05.1997;FEDEGRABENEN;No;12;;2D;144;1;Yes;19900720;19900902;70;PERMIAN;1.2 Anticlinal traps;nku-3;NO;UPPER CRETACEOUS;EKOFISK FM;UPPER JURASSIC;MANDAL FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1696;;;;;;;;;;;21;;;;;;;;;0;;;0,2;;;0,7;;;;;;;;;;;;;;NO;;YES;YES;OK;;;OK;;;;FAIL;;;;SEAL FAILURE WAS REGARDED AS THE MAIN PROBLEM;SEAL FAILURE WAS REGARDED AS THE MAIN PROBLEM FOR THIS PROSPECT
1839;1;6;6;1/6-6;1/6-E-JU   A;500;1;Prognosis;Prog;1;SHELL;1993;17.09.1996;FEDEGRABENEN;No;1;A;3D;11;1;;19920210;19930308;70;TRIASSIC;2 Stratigraphic traps;NJU-3;NO;MIDDLE-UPPER JURASSIC;BRYNE/LINDESNES FM;UPPER JURASSIC;MANDAL FM;;;;;0,9;0,49;0,95;0,42;;OIL;;;;;0;;0;2;14;65;12;;;;;;;;;;;;;4850;;;5130;;;;0;0,325;4,314;;10,2;;0;125;550;0;320;550;;40;;0,2;0,5;1;0,1;0,175;0,25;0,1;0,25;0,5;0,00302;0,00321;0,00336;0,31;0,53;0,72;935;1215;1880;120;274;700;;;;;;;;;;;;;;;;;
1839;1;6;6;1/6-6;1/6-E-JU   A;500;1;Result;Res;0;SHELL;1993;17.09.1996;FEDEGRABENEN;No;1;A;3D;11;1;;19920210;19930308;70;TRIASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;LINDESNES;UPPER JURASSIC;MANDAL FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5087;;;5367;;;;;0;;;0;;;57;;;0;;;0;;;0,82;;;0,13;;;;;;;;;;;;;;;;;NO;NO;NO;YES;OK;;;FAIL;;;;FAIL;;;;Risk of no retention was underestimated.;Risk of no retention was underestimated..
1928;1;6;7;1/6-7;1/6-A   A;7;1;Prognosis;Prog;1;CONOCO;1992;29.11.1996;FEDEGRABENEN;No;12;;2D;144;1;Yes;19920316;19920713;70;UPPER JURASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;HAUGESUND FM;UPPER JURASSIC/LOWER CRET;MANDAL/FARSUND FM;;;;;0,25;0,8;0,48;0,1;;OIL;;;;;0;;0;16;45;80;0;;;;;;;;;;;;;;;;4450;;;;0,251;1,471;2,413;;14,25;;30;80;120;200;340;600;;80;;0,4;0,65;0,8;0,15;0,2;0,25;0,1;0,2;0,35;;;;0,5;0,56;0,6;;;;;;;;;;;;;;;;;;;;;;;
1928;1;6;7;1/6-7;1/6-A   A;7;1;Result;Res;0;CONOCO;1992;29.11.1996;FEDEGRABENEN;No;12;;2D;144;1;Yes;19920316;19920713;70;UPPER JURASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;HAUGESUND FM;UPPER JURASSIC/LOWER CRET;MANDAL/FARSUND FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4857;;;;;;;;;;;80;;;0;;;0;;;0,95;;;0,215;;;;;;;;;;;;;;;;;NO;;NO;YES;OK;;;OK;;;;FAIL;;;;Trap: seal leakage;Trap: seal leakage
1667;2;1;9;2/1-9;JU6   Model 1;611;1;Prognosis;Prog;1;BP;1991;18.07.1997;ULA-GYDA-FORKASTSONE;No;1;X;3D;19;;;19910415;19910706;66;PERMIAN;1.1.2 Downthrown traps;NJU-3;NO;UPPER JURASSIC;GYDA MBR;UPPER JURASSIC;MANDAL FM;;;;;0,6;1;0,8;0,48;;OIL;;;;;0;;0;13,8;20,4;27,5;0;;;;;;;;;;;;;3935;;;4000;;;;0,238;0,337;0,413;;6,5;;40;60;80;;230;;;60;;0,5;0,7;0,85;0,14;0,19;0,24;0,25;0,3;0,4;;;;0,617;0,658;0,704;;;;178;196;213;;;;;;;;;;;;;;;;;Rock Vol div. by 1000, by NPD
1667;2;1;9;2/1-9;JU6   Model 1;611;1;Result;Res;0;BP;1991;18.07.1997;ULA-GYDA-FORKASTSONE;No;1;X;3D;19;;;19910415;19910706;66;PERMIAN;1.1.2 Downthrown traps;NJU-3;NO;UPPER JURASSIC;GYDA MBR;UPPER JURASSIC;MANDAL FM;;;;;;;;;;OIL;;;;;0;;0;;8,1;;0;;;;;;;;;;;;;3970;;;4025;;;;;0,449;;;;;;140;;;144;;;85;;;0,72;;;0,145;;;0,64;;;;;;;;;;;;552;;YES;NO;;;OK;;;OK;;;;OK;;;;;*  Structure is charged but with a much higher  GOR oil than predicted, RockVol div by 1000, by NPD. Has Sw been mixed with HC saturation - should the value 0,64 be (1-0,64=) 0,36?
1865;2;1;10;2/1-10;JU15   Model 1;255;1;Prognosis;Prog;1;BP;1992;29.04.1997;CODTERRASSEN;No;13;;2D/3D;164;1;Yes;19911109;19920114;66;TRIASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;ULA FM;UPPER JURASSIC;MANDAL FM;;;;;0,7;0,6;0,8;0,33;;OIL;;;;;0;;0;15;28;33;0;;;;;;;;;;;;;4100;;;4193;;;;0,186;0,525;0,981;;;;80;140;180;170;250;490;;77;;0,7;0,85;1;0,13;0,15;0,23;0,15;0,3;0,4;;;;0,556;0,592;0,625;;;;;;;;;;;;;;;;;;;;;;;
1865;2;1;10;2/1-10;JU15   Model 1;255;1;Result;Res;0;BP;1992;29.04.1997;CODTERRASSEN;No;13;;2D/3D;164;1;Yes;19911109;19920114;66;TRIASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;GYDA MBR;UPPER JURASSIC;MANDAL FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4100;;;4167;;;;;0;;;;;;133;;;0;;;0;;;0,84;;;0,18;;;1;;;;;;;;;;;;;;NO;NO;YES;YES;OK;;;FAIL;;;;OK;;;;Small drainage cell caused very restricted volumes;Small drainage cell caused very restricted volumes
3648;2;1;12;2/1-12;Hårek;1476;1;PROGNOSIS;Oil Case;1;BP;1998;01.10.1998;SØRVESTLANDSHØGDA;No;1;A;3D;19;;;19990108;19990210;68;MIDDLE JURASSIC;1.2 Anticlinal traps;NJU-3;NO;UPPER JURASSIC;GYDA MBR;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;UPPER JURASSIC;Mandal Fm;0,48;0,6;0,9;0,26;No DHI indicator observed;OIL;0,95;Mean;0,05;;;;;10,76;31,7;68,5;1,51;;;;;5,4;13,5;25,6;0,64;1;Mean;0;3160;3230;3300;3174;3244;3314;458;110;0,118;0,462;1,15;6,39;8,87;11,58;10;50;100;150;170;190;10;50;100;0,2;0,6;0,85;0,12;0,2;0,24;0,13;0,3;0,4;;;;0,79;0,88;0,97;;;;10;45;90;;;;;;;;;;;;;;;;;4 way dip closure. Reservoir: Gyda sst.
3648;2;1;12;2/1-12;Hårek;1476;1;RESULT;Result;0;BP;1999;01.08.1999;SØRVESTLANDSHØGDA;No;1;A;3D;19;;;19990108;19990210;68;MIDDLE JURASSIC;1.2 Anticlinal traps;NJU-3;NO;UPPER JURASSIC;GYDA MBR;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;Cretaceous;Cromer Knoll Gp;;;;;;;;;;;;;;;;;;;;;;;;;;;Mean;;;3213;;;3227;;479;115;;;;;;;;90;;;;;;0;;;0,91;;;0,21;;;1;;;;;;;;;;;;;;NO;NO;YES;NO;OK;;;Fail;Fail/OK;Fail/OK;NA/Fail;OK;;;;Oil Shows in Tor Fm;4 way dip closure. Reservoir: Gyda sst.
1846;2;2;5;2/2-5;Epsilon;257;1;Prognosis;Prog;1;SAGA;1992;07.05.1997;STEINBITTERRASSEN;No;6;;2D;66;1;;19911107;19920219;63;PERMIAN;2.2 Subcrop traps;NJU-3;NO;UPPER JURASSIC;FARSUND FM;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;;;0,75;0,3;0,75;0,17;;OIL;;;;;0;;0;19;31;40;2,1;;;;;;;;;;;;;3390;;;3493;;;;0,152;0,321;0,907;;4,1;;300;350;400;120;170;270;;210;;0,5;0,7;0,8;0,17;0,2;0,22;0,25;0,3;0,35;;;;0,75;0,8;0,85;;;;65;70;75;;;;;;;;;;;;;;;;;
1846;2;2;5;2/2-5;Epsilon;257;1;Result;Res;0;SAGA;1992;07.05.1997;STEINBITTERRASSEN;No;6;;2D;66;1;;19911107;19920219;63;PERMIAN;2.2 Subcrop traps;NJU-3;NO;UPPER JURASSIC;FARSUND FM;UPPER JURASSIC;;;;;;;;;;;OIL;;;;;0;;0;;3,6;;0,16;;;;;;;;;;;;;3637;;;3697;;;;;0,127;;;;;;5;;;65;;;5;;;1;;;0,23;;;0,28;;;;;;;;;;;;44;;YES;NO;;;FAIL;;;OK;;;;OK;;;;;Observered anormal oil.
1702;2;4;16;2/4-16;A-Prospect;2936;1;Prognosis;Prog;1;SAGA;1991;07.05.1997;STEINBITTERRASSEN;No;12;;3D;146;1;Yes;19910507;19911104;68;LOWER JURASSIC;2.2 Subcrop traps;NJU-3;NO;UPPER JURASSIC;VESTLAND GP;UPPER JURASSIC;TYNE GP;MIDDLE JURASSIC;BRYNE FM;;;0,46;1;0,9;0,41;;OIL;;;;;0;;0;20;88;315;53;;;;;;;;;;;;;4710;;;4730;;;;0,959;1,25;1,8;;10,3;;130;155;175;230;330;430;;150;;0,5;0,7;0,8;0,35;0,19;0,25;0,36;0,4;0,5;;;;;;;;;;600;600;600;;;;;;;;;;;;;;;;;Porosity reported as: 0,35-0,19-0,25. Should the P90 value be 0,15 instead of 0,35?
1702;2;4;16;2/4-16;A-Prospect;2936;1;Result;Res;0;SAGA;1991;07.05.1997;STEINBITTERRASSEN;No;12;;3D;146;1;Yes;19910507;19911104;68;LOWER JURASSIC;2.2 Subcrop traps;NJU-3;NO;UPPER JURASSIC;;UPPER JURASSIC;FARSUND FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO;;;;FAIL;Fail;;Fail;;;;FAIL;;;;;Predicted reservoir was not encountered. The Vestland Gp consisted of sIltstones and shales with minor sand and coal beds.
1792;2;4;17;2/4-17;NW Tor Prosp.   Lower Ula Fm.;476;1;Prognosis;Prog;1;PHILLIPS;1992;14.05.1997;HIDRAHØGDA;No;1;A;2D;18;1;;19910721;19920229;68;LOWER PERMIAN;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;ULA FM;UPPER JURASSIC;MANDAL FM;;;;;;;;;No risking done. Presence of reservoir considered as main risk.;OIL;;;;;0;;0;;34,4;;3,23;;;;;;;;;;;;;4326;;;4361;;;;;;;;8,5;;;100;;;200;;;165;;;;;0,1;0,17;0,18;0,1;0,2;0,3;;;;0,51;0,53;0,54;;;;;;;;;;;;;;;;;;;;;;;No risking done. Presence of reservoir considered as main risk. GRV and n/g ratio not estimated. Reserves calculated with areal closure times net pay (17 m)
1792;2;4;17;2/4-17;NW Tor Prosp.   Lower Ula Fm.;476;1;Result;Res;0;PHILLIPS;1992;14.05.1997;HIDRAHØGDA;No;1;A;2D;18;1;;19910721;19920229;68;LOWER PERMIAN;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;ULA FM;UPPER JURASSIC;MANDAL FM;;;;;;;;;;GAS;;;;;1,81;;0;;0;;0;;;;;;;;;;;;;4140;;;4297;;;;;;;;1,78;;;49;;;204;;;49;;;0,67;;;0,18;;;0,11;;;0,00353;;;;;;1097;;;;;YES;NO;;;OK;;;OK;;;;OK;;;;;
1792;2;4;17;2/4-17;NW Tor Prosp.   Upper Ula Fm.;2937;2;Prognosis;Prog;1;PHILLIPS;1992;14.05.1997;HIDRAHØGDA;No;1;A;2D;18;1;;19910721;19920229;68;LOWER PERMIAN;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;UPPER ULA FM;UPPER JURASSIC;MANDAL FM;;;;;;;;;Risking not done;OIL;;;;;0;;0;;19,5;;1,84;;;;;;;;;;;;;4163;;;4201;;;;0,37;0,45;1,22;;7,5;;;70;;;88;;;50;;0,1;0,5;0,8;0,13;0,18;0,2;0,1;0,2;0,3;;;;0,51;0,53;0,54;;;;;;;;;;;;;;;;;;;;;;;Risking not done
1792;2;4;17;2/4-17;NW Tor Prosp.   Upper Ula Fm.;2937;2;Result;Res;0;PHILLIPS;1992;14.05.1997;HIDRAHØGDA;No;1;A;2D;18;1;;19910721;19920229;68;LOWER PERMIAN;1.1.1 Upthrown traps;NJU-3;NO;NOT PRESENT;;UPPER JURASSIC;MANDAL FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO;NO;;;FAIL;;;OK;;;;OK;;;;;
2253;2;4;18;2/4-18 R;J1A;15;1;Prognosis;Prog;1;SAGA;1994;07.05.1997;HIDRAHØGDA;No;12;;3D;146;1;Yes;19940219;19940710;68;LOWER JURASSIC;2.2 Subcrop traps;NJU-3;NO;UPPER JURASSIC;FARSUND FM;UPPER JURASSIC;TYNE GP;MIDDLE JURASSIC;BRYNE FM;;;0,4;1;0,6;0,24;;OIL;;;;;0;;0;38;85;132;51;;;;;;;;;;;;;4635;;;4715;;;;0,046;3,28;5,24;;14;;10;100;200;50;200;400;;100;;0,3;0,5;0,7;0,16;0,2;0,23;0,2;0,25;0,3;;;;0,38;0,4;0,42;;;;600;600;600;;;;;;;;;;;;;;;;;
2253;2;4;18;2/4-18 R;J1A;15;1;Result;Res;0;SAGA;1994;07.05.1997;HIDRAHØGDA;No;12;;3D;146;1;Yes;19940219;19940710;68;LOWER JURASSIC;2.2 Subcrop traps;NJU-3;NO;UPPER JURASSIC;FARSUND FM;UPPER JURASSIC;FARSUND FM;;;;;;;;;;OIL;;;;;0;;0;;4,5;;0;;;;;;;;;;;;;5015;;;5095;;;;;;;;0;;;27;;;;;;240;;;0,15;;;0,22;;;0,35;;;;;;;;;;;;;;YES;;NO;NO;OK;;;OK;;;;OK;;;;Discovery, originally reported as failure for reservoir and trap,  but changed to OK by NPD.;
1834;2;5;9;2/5-9;Magne   A;2939;1;Prognosis;Prog;1;AMOCO;1992;14.02.1997;STEINBITTERRASSEN;No;1;A;2D;6;1;;19910910;19920118;69;UPPER JURASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;ULA FM;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;;;0,4;0,68;0,63;0,17;;OIL;;;;;0;;0;;71,2;;0;;;;;;;;;;;;;4100;;;4292;;;;;0,73;;;;;;120;;150;200;325;;192;;;0,6;;;0,16;;;0,25;;;;;;0,714;;;;;;178;;;;;;;;;;;;;;;;;;Low confidence level for reservoir parameters.  Prognosis min and max values not available.
1834;2;5;9;2/5-9;Magne   A;2939;1;Result;Res;0;AMOCO;1992;14.02.1997;STEINBITTERRASSEN;No;1;A;2D;6;1;;19910910;19920118;69;UPPER JURASSIC;1.1.1 Upthrown traps;NJU-3;NO;NOT PRESENT;;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;NO;;YES;YES;FAIL;;;OK;;;;FAIL;;;;;
2044;2;5;10;2/5-10;Alpha   Late Jur;475;1;Prognosis;Prog;1;AGIP;1993;13.03.1997;STEINBITTERRASSEN;No;6;;2D;67;1;;19930523;19930826;88;TRIASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;UPPER JURASSIC SST;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;;;0,5;0,7;0,6;0,21;;OIL;;;;;0;;0;23;29,3;34,9;0;;;;;;;;;;;;;4360;;;4385;;;;0,53;0,59;0,63;;21,9;;20;30;40;144;152;160;;29;;0,6;0,7;0,8;0,14;0,17;0,2;0,15;0,25;0,35;;;;0,53;0,55;0,59;;;;;;;;;;;;;;;;;;;;;;;
2044;2;5;10;2/5-10;Alpha   Late Jur;475;1;Result;Res;0;AGIP;1993;13.03.1997;STEINBITTERRASSEN;No;6;;2D;67;1;;19930523;19930826;88;TRIASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;UPPER JURASSIC SST;NOT PRESENT;;UPPER JURASSIC;FARSUND FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4510;;;4559;;;;;;;;;;;5;;;;;;;;;1;;;0,12;;;0,65;;;;;;;;;;;;;;NO;NO;YES;NO;FAIL;;;FAIL;;;;FAIL;;;;Only 5 m Jur. Sst.s encount./drilled through fault;Only 5 m Jur. Sst.s encount./drilled through fault
2044;2;5;10;2/5-10;Alpha   M Jur;2938;2;Prognosis;Prog;1;AGIP;1993;13.03.1997;STEINBITTERRASSEN;No;6;;2D;67;1;;19930523;19930826;88;TRIASSIC;1.1.1 Upthrown traps;NJL,JM-4;NO;MIDDLE JURASSIC;BRYNE FM;UPPER JURASSIC;MANDAL FM;UPPER JURASSIC;FARSUND FM;;;0,5;0,7;0,6;0,21;;OIL;;;;;0;;0;17,6;26;33,7;0;;;;;;;;;;;;;4390;;;4415;;;;0,42;1,17;1,82;;21,9;;30;80;120;144;152;160;;96;;0,2;0,4;0,6;0,1;0,14;0,18;0,15;0,25;0,35;;;;0,53;0,55;0,59;;;;;;;;;;;;;;;;;;;;;;;
2044;2;5;10;2/5-10;Alpha   M Jur;2938;2;Result;Res;0;AGIP;1993;13.03.1997;STEINBITTERRASSEN;No;6;;2D;67;1;;19930523;19930826;88;TRIASSIC;1.1.1 Upthrown traps;NJL,JM-4;NO;NOT PRESENT;;NOT PRESENT;;UPPER JURASSIC;FARSUND FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO;NO;YES;NO;FAIL;;;FAIL;;;;;;;;;
2194;2;5;10;2/5-10 A;ALPHA Late Jur;475;1;Prognosis;Prog;1;AGIP;1993;13.03.1997;STEINBITTERRASSEN;No;6;;2D;67;1;;19930827;19930925;88;TRIASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;UPPER JURASSIC SST;UPPER JURASSIC;FARSUND FM;;;;;;;;;;OIL;;;;;0;;0;23;29,3;34,9;0;;;;;;;;;;;;;4510;;;4532;;;;0,53;0,59;0,63;;21,9;;40;62;80;144;152;160;;29;;0,6;0,7;0,8;0,14;0,17;0,2;0,15;0,25;0,35;;;;0,53;0,55;0,59;;;;;;;;;;;;;;;;;;;;;;;
2194;2;5;10;2/5-10 A;ALPHA Late Jur;475;1;Result;Res;0;AGIP;1993;13.03.1997;STEINBITTERRASSEN;No;6;;2D;67;1;;19930827;19930925;88;TRIASSIC;1.1.1 Upthrown traps;NJU-3;NO;UPPER JURASSIC;UPPER JURASSIC SST;UPPER JURASSIC;DRAUPNE FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4569;;;;;;;;;;;47;;;;;;;;;1;;;0,12;;;0,95;;;;;;;;;;;;;;NO;NO;NO;NO;OK;;;OK;;;;FAIL;;;;;
3084;2;5;11;2/5-11;Særimne   A-Tor;1250;2;Prognosis;Prog;1;AGIP;1997;19.02.1998;STEINBITTERRASSEN;No;6;;3D;67;1;;19970906;19971114;65;UPPER CRETACEOUS;2.3 Diagenetic traps;nku-3;NO;UPPER CRETACEOUS;TOR FM;UPPER JURASSIC;MANDAL FM;;;;;0,8;0,8;0,25;0,16;;;;;;;;;;73;78;83;;;;;;;;;;;;;;3195;;;;;;;1,084;1,084;1,084;;79;;;85;;264;264;264;;85;;0,8;0,85;0,9;0,19;0,26;0,32;0,35;0,4;0,45;;;;0,54;0,54;0,54;;;;260;260;260;;;;;;;;;;;;;;;;;Volumes based on porosity isochore map, Rock volume div. by 1000, by NPD
3084;2;5;11;2/5-11;Særimne   A-Tor;1250;2;Result;Res;0;AGIP;1997;19.02.1998;STEINBITTERRASSEN;No;6;;3D;67;1;;19970906;19971114;65;UPPER CRETACEOUS;2.3 Diagenetic traps;nku-3;NO;UPPER CRETACEOUS;TOR FM;UPPER JURASSIC;MANDAL FM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3195;;;3323;;;;;0;;;;;;87;;;0;;;0;;;0,86;;;0,23;;;0,96;;;;;;;;;;;;;;NO;NO;Yes;no;OK;;;OK;;;;FAIL;;;;;under evaluation
